cluster,CHR,Position,Strand,UCSC_RefGene_Name,Genome_Build,CpG
6,2,128848815,-,UGGT1;UGGT1;UGGT1,GRCh37,cg13173909
6,2,122513376,-,TSN,GRCh37,cg13208492
6,8,57124347,-,CHCHD7;CHCHD7;CHCHD7;CHCHD7;PLAG1;CHCHD7;PLAG1;CHCHD7;PLAG1;CHCHD7;CHCHD7;CHCHD7;CHCHD7;CHCHD7;CHCHD7,GRCh37,cg13208732
6,2,231921414,-,PSMD1,GRCh37,cg13216088
6,5,149340052,-,SLC26A2,GRCh37,cg13237906
6,2,219081679,-,ARPC2;ARPC2,GRCh37,cg13240332
6,16,21963795,-,UQCRC2,GRCh37,cg13244707
6,11,110300632,+,FDX1;FDX1,GRCh37,cg13258606
6,8,91013426,-,DECR1,GRCh37,cg13277385
6,19,41196734,+,NUMBL,GRCh37,cg13285447
6,7,129710309,+,KLHDC10,GRCh37,cg13360404
6,10,70939987,-,SUPV3L1,GRCh37,cg13409216
6,8,42751637,+,RNF170;RNF170;RNF170;RNF170;RNF170;RNF170;HOOK3;RNF170;RNF170;RNF170;RNF170,GRCh37,cg13414044
6,10,89265204,+,MINPP1,GRCh37,cg01816336
6,9,86595452,-,HNRNPK;RMI1;HNRNPK;HNRNPK;HNRNPK;HNRNPK,GRCh37,cg01809579
6,16,53468712,-,RBL2,GRCh37,cg13426503
6,22.0,40742577,-,ADSL;ADSL,GRCh37,cg13430425
6,1,31538432,-,PUM1;PUM1,GRCh37,cg13436343
6,1,205649091,+,SLC45A3,GRCh37,cg13791589
6,9,79009738,-,RFK,GRCh37,cg13066542
6,4,154266213,+,MND1,GRCh37,cg13825058
6,16,67970749,-,PSMB10;PSMB10,GRCh37,cg13846555
6,3,50337045,+,HYAL3;NAT6,GRCh37,cg14358502
6,19,50083632,-,PRRG2;NOSIP,GRCh37,cg14364739
6,2,27274309,-,AGBL5;AGBL5,GRCh37,cg14424579
6,6,8102781,+,EEF1E1;EEF1E1;EEF1E1;EEF1E1,GRCh37,cg14439353
6,4,6711592,-,MRFAP1L1;MRFAP1L1,GRCh37,cg14489884
6,1,118149019,+,FAM46C,GRCh37,cg14545899
6,1,155247361,-,HCN3,GRCh37,cg14550101
6,19,50180360,-,PRMT1;PRMT1;PRMT1,GRCh37,cg14576628
6,11,46722671,+,ZNF408;ARHGAP1,GRCh37,cg14585160
6,10,50746568,-,ERCC6,GRCh37,cg14343062
6,3,119182282,+,TMEM39A;TMEM39A,GRCh37,cg14602658
6,10,94833615,-,CYP26A1;CYP26A1,GRCh37,cg14613832
6,10,70481056,-,CCAR1,GRCh37,cg14623805
6,19,49977266,+,FLT3LG,GRCh37,cg01667384
6,7,97910728,-,BRI3;BRI3,GRCh37,cg14640481
6,7,86974674,+,CROT;CROT;CROT;TP53TG1,GRCh37,cg14651992
6,3,41241630,+,CTNNB1;CTNNB1;CTNNB1,GRCh37,cg14663065
6,2,27434752,+,C2orf28;SLC5A6;C2orf28;SLC5A6;C2orf28,GRCh37,cg14672622
6,1,39457257,+,AKIRIN1;AKIRIN1,GRCh37,cg14676817
6,4,3076907,+,HTT,GRCh37,cg14694952
6,11,32851177,+,PRRG4,GRCh37,cg14609458
6,12,14956580,+,WBP11;C12orf60;C12orf60,GRCh37,cg14341030
6,8,66557547,-,MTFR1;MTFR1,GRCh37,cg14299177
6,6,35436136,+,RPL10A,GRCh37,cg14290451
6,5,137910711,-,HSPA9,GRCh37,cg13859216
6,6,24403062,+,MRS2,GRCh37,cg13884546
6,16,89557340,-,ANKRD11,GRCh37,cg13918581
6,16,3451181,-,ZNF174;ZNF174;ZNF434,GRCh37,cg13919607
6,11,124492608,-,TBRG1;TBRG1,GRCh37,cg13932624
6,2,103353092,+,MFSD9,GRCh37,cg13948784
6,15,85174719,-,SCAND2;SCAND2,GRCh37,cg13973816
6,14,105219857,+,SIVA1;SIVA1,GRCh37,cg14043411
6,2,201936671,-,FAM126B;NDUFB3;NDUFB3,GRCh37,cg14047656
6,16,79634410,+,MAF;MAF;MAF;MAF,GRCh37,cg14055374
6,3,138048746,+,TXNDC6,GRCh37,cg14058345
6,16,1824041,-,EME2;MRPS34,GRCh37,cg01729862
6,19,40697804,+,MAP3K10;MAP3K10,GRCh37,cg14074431
6,1,200639502,+,DDX59,GRCh37,cg14085328
6,2,220144326,-,DNAJB2;DNAJB2,GRCh37,cg14091223
6,19,51308034,-,C19orf48;C19orf48,GRCh37,cg14093125
6,2,62932430,+,EHBP1;EHBP1;EHBP1,GRCh37,cg14101501
6,2,198364789,+,HSPE1;HSPE1;HSPD1;HSPD1,GRCh37,cg14212314
6,2,65357592,-,RAB1A;RAB1A,GRCh37,cg14217102
6,9,91004214,-,SPIN1,GRCh37,cg14230685
6,2,120771169,+,EPB41L5,GRCh37,cg14287603
6,11,8704374,-,RPL27A;SNORA3,GRCh37,cg13838528
6,7,127983966,-,RBM28;RBM28,GRCh37,cg11041966
6,22.0,43506591,+,BIK,GRCh37,cg10432177
6,9,131314542,+,SPTAN1;SPTAN1,GRCh37,cg11007123
6,7,112430152,+,TMEM168,GRCh37,cg05608188
6,1,101491636,-,DPH5;DPH5;DPH5,GRCh37,cg05612904
6,15,90776927,-,CIB1;C15orf58,GRCh37,cg05641961
6,2,230787279,-,TRIP12;FBXO36,GRCh37,cg05670275
6,3,179371510,-,USP13,GRCh37,cg05678938
6,1,93811877,+,DR1;DR1,GRCh37,cg05684015
6,3,48885332,+,PRKAR2A,GRCh37,cg05699592
6,2,173420889,-,PDK1,GRCh37,cg05702952
6,4,106630108,-,GSTCD;INTS12;INTS12;GSTCD,GRCh37,cg05764607
6,17,40428759,-,STAT5B,GRCh37,cg05780311
6,9,124030744,+,GSN;GSN;GSN;GSN;GSN;GSN;GSN,GRCh37,cg05793077
6,12,76425514,+,PHLDA1,GRCh37,cg02947222
6,22.0,39052748,-,CBY1;CBY1;CBY1;LOC646851;CBY1,GRCh37,cg05845357
6,10,115614308,+,DCLRE1A;NHLRC2,GRCh37,cg02946754
6,2,170336167,-,BBS5,GRCh37,cg05847778
6,10,131265696,+,MGMT,GRCh37,cg02941816
6,7,116593656,-,ST7OT4;ST7OT1;ST7;ST7,GRCh37,cg05937182
6,19,1041026,+,ABCA7,GRCh37,cg05989429
6,5,138940959,+,UBE2D2;UBE2D2;UBE2D2;UBE2D2,GRCh37,cg06005644
6,3,149688583,+,PFN2;PFN2,GRCh37,cg02929869
6,17,8534013,+,MYH10;MYH10,GRCh37,cg06011292
6,14,99947482,+,SETD3;CCNK;SETD3;CCNK,GRCh37,cg05602615
6,2,42396882,+,EML4;EML4,GRCh37,cg06043190
6,7,99097635,+,ZNF394,GRCh37,cg05575043
6,1,28157672,+,PPP1R8;PPP1R8;PPP1R8;PPP1R8;PPP1R8,GRCh37,cg05492605
6,17,45266880,+,CDC27;CDC27,GRCh37,cg05114625
6,17,28444127,+,MIR423;CCDC55,GRCh37,cg05141870
6,12,120639210,+,RPLP0;RPLP0,GRCh37,cg05173789
6,9,35732569,-,TLN1;CREB3;CREB3,GRCh37,cg05219900
6,5,137801343,+,EGR1;EGR1,GRCh37,cg05229898
6,8,98656054,+,MTDH,GRCh37,cg05237543
6,3,39447984,-,RPSA;RPSA,GRCh37,cg05242945
6,6,89673273,+,RNGTT;RNGTT,GRCh37,cg05263682
6,1,205091401,-,RBBP5,GRCh37,cg05290904
6,1,180992117,+,STX6,GRCh37,cg05301102
6,2,210867127,+,RPE;RPE,GRCh37,cg05306006
6,12,56512408,+,ZC3H10,GRCh37,cg05347567
6,8,120885882,+,DEPDC6,GRCh37,cg05365525
6,12,53689374,+,PFDN5;PFDN5,GRCh37,cg05368089
6,9,116102362,+,WDR31;WDR31,GRCh37,cg05375800
6,5,149380781,+,HMGXB3;TIGD6,GRCh37,cg05382565
6,4,78077912,+,CCNG2,GRCh37,cg05409601
6,6,132128945,+,ENPP1,GRCh37,cg05417985
6,6,33266961,+,RGL2;RGL2;RGL2,GRCh37,cg02990567
6,12,56615825,+,RNF41;RNF41;RNF41,GRCh37,cg05435853
6,16,69458329,+,CYB5B,GRCh37,cg05439318
6,10,103348072,-,POLL;RP11-529I10.4,GRCh37,cg05538387
6,6,32098247,-,FKBPL,GRCh37,cg05069385
6,3,50374670,+,RASSF1;RASSF1;RASSF1;RASSF1,GRCh37,cg06063729
6,19,47633912,-,SAE1;SAE1;SAE1;SAE1,GRCh37,cg06095560
6,6,7590278,+,SNRNP48,GRCh37,cg06634267
6,4,153700671,-,ARFIP1;TIGD4;ARFIP1;ARFIP1;TIGD4,GRCh37,cg06649520
6,2,46844408,-,CRIPT;PIGF;PIGF;CRIPT,GRCh37,cg06654134
6,21,34602869,-,IFNAR2;IFNAR2;IFNAR2,GRCh37,cg06665941
6,16,2480094,+,CCNF,GRCh37,cg06689536
6,7,916393,+,C7orf20,GRCh37,cg06707886
6,10,180599,-,ZMYND11;ZMYND11;ZMYND11;ZMYND11;ZMYND11;ZMYND11,GRCh37,cg02813021
6,19,10342240,+,S1PR2,GRCh37,cg06716436
6,15,79603771,-,TMED3,GRCh37,cg06746101
6,11,17756761,+,KCNC1;KCNC1,GRCh37,cg06763078
6,6,138188320,+,TNFAIP3,GRCh37,cg06779945
6,19,10362626,-,MRPL4;MRPL4;MRPL4,GRCh37,cg02792677
6,19,16222510,-,RAB8A;RAB8A,GRCh37,cg06816063
6,1,161015119,+,USF1;USF1,GRCh37,cg06823263
6,1,86174060,+,ZNHIT6;ZNHIT6;ZNHIT6;ZNHIT6,GRCh37,cg06833562
6,4,8442641,-,ACOX3;ACOX3,GRCh37,cg06862062
6,9,140095555,+,C9orf75;C9orf75,GRCh37,cg06886022
6,5,148931087,+,CSNK1A1;CSNK1A1,GRCh37,cg06899802
6,12,10364933,-,GABARAPL1,GRCh37,cg06915165
6,6,43139670,-,SRF,GRCh37,cg02760007
6,10,75006462,-,DNAJC9,GRCh37,cg07061913
6,1,212965581,-,TATDN3;TATDN3;NSL1;TATDN3;TATDN3;TATDN3;NSL1,GRCh37,cg06593568
6,17,58677051,+,PPM1D,GRCh37,cg06090421
6,12,102224375,+,GNPTAB,GRCh37,cg06554542
6,2,113522377,-,CKAP2L,GRCh37,cg06505666
6,1,156736771,-,PRCC;PRCC,GRCh37,cg06106793
6,19,35739762,+,LSR;LSR;LSR;LSR;LSR;LSR,GRCh37,cg02915261
6,6,43544046,+,XPO5;POLH;POLH,GRCh37,cg06132324
6,9,86596281,+,HNRNPK;HNRNPK;HNRNPK;RMI1,GRCh37,cg06138027
6,13,41706728,+,KBTBD6;KBTBD6,GRCh37,cg06146910
6,15,59042325,-,ADAM10,GRCh37,cg06253734
6,14,92506140,+,TRIP11;TRIP11,GRCh37,cg06279414
6,3,71633249,+,FOXP1;FOXP1,GRCh37,cg02900980
6,22.0,31031670,-,SLC35E4,GRCh37,cg06330324
6,1,57044991,-,PPAP2B;PPAP2B;PPAP2B;PPAP2B,GRCh37,cg06334284
6,12,48299313,+,VDR;VDR,GRCh37,cg06369854
6,2,46925753,-,SOCS5;SOCS5,GRCh37,cg06386533
6,8,26149055,-,PPP2R2A;PPP2R2A,GRCh37,cg06403126
6,20,25228305,-,PYGB,GRCh37,cg06421707
6,7,130352926,-,COPG2,GRCh37,cg06422910
6,6,13615570,-,NOL7;NOL7,GRCh37,cg06433995
6,18,9335102,+,TWSG1,GRCh37,cg06461769
6,7,35735019,+,HERPUD2,GRCh37,cg06466797
6,10,112327234,+,SMC3,GRCh37,cg06470552
6,12,110011242,+,MMAB;MVK;MVK,GRCh37,cg02862835
6,1,7843564,-,PER3,GRCh37,cg06487986
6,11,82783039,-,RAB30,GRCh37,cg06516650
6,20,25603976,+,NANP,GRCh37,cg07072140
6,19,10946973,-,TMED1;TMED1,GRCh37,cg05051316
6,8,119633844,+,SAMD12;SAMD12,GRCh37,cg05040429
6,2,153575599,-,ARL6IP6;ARL6IP6,GRCh37,cg03759077
6,10,74114860,+,DNAJB12;DNAJB12;DNAJB12;DNAJB12,GRCh37,cg03761560
6,11,64072089,-,ESRRA;C11orf20,GRCh37,cg03764506
6,19,39882194,+,MED29;PAF1,GRCh37,cg03774732
6,7,27702785,-,HIBADH,GRCh37,cg03792199
6,9,88969266,-,ZCCHC6;ZCCHC6,GRCh37,cg03221676
6,16,75182191,+,ZFP1,GRCh37,cg03217964
6,11,117015176,-,PAFAH1B2,GRCh37,cg03805364
6,22.0,32341378,-,C22orf24;YWHAH,GRCh37,cg03814826
6,11,126173650,-,DCPS;DCPS,GRCh37,cg03830408
6,18,9614206,+,PPP4R1;PPP4R1,GRCh37,cg03862540
6,1,91487516,+,ZNF644;ZNF644;ZNF644,GRCh37,cg03863149
6,12,108956112,+,SART3;ISCU;ISCU,GRCh37,cg03196745
6,22.0,18121194,+,BCL2L13,GRCh37,cg03887534
6,17,4613328,+,ARRB2;ARRB2,GRCh37,cg03950654
6,11,111957582,-,TIMM8B;TIMM8B;SDHD;SDHD,GRCh37,cg03950669
6,18,71815372,-,C18orf55;FBXO15;FBXO15,GRCh37,cg03954150
6,12,26985412,-,ITPR2,GRCh37,cg03966406
6,6,110012095,-,AKD1;FIG4;AKD1,GRCh37,cg03976567
6,17,58754542,+,BCAS3;BCAS3,GRCh37,cg03979162
6,13,53226743,-,SUGT1;SUGT1,GRCh37,cg03996465
6,9,37904295,+,MCART1;MCART1;MCART1;MCART1,GRCh37,cg03738959
6,1,233086374,+,C1orf57;C1orf57,GRCh37,cg04049800
6,4,3076305,-,HTT,GRCh37,cg03738331
6,10,38265764,+,ZNF25,GRCh37,cg03712239
6,7,142985443,-,CASP2;CASP2;CASP2;CASP2,GRCh37,cg03311036
6,1,1209673,-,UBE2J2;UBE2J2;UBE2J2;UBE2J2,GRCh37,cg03322129
6,17,38573811,+,TOP2A,GRCh37,cg03359285
6,10,81964782,+,ANXA11;ANXA11;ANXA11,GRCh37,cg03359508
6,10,74452380,+,CCDC109A,GRCh37,cg03373080
6,4,57253815,-,AASDH,GRCh37,cg03289369
6,7,74489715,-,WBSCR16,GRCh37,cg03373857
6,10,104221000,-,TMEM180,GRCh37,cg03417317
6,11,65667924,-,FOSL1;FOSL1,GRCh37,cg03423524
6,7,99613105,-,ZKSCAN1,GRCh37,cg03429034
6,7,107384711,+,CBLL1;CBLL1,GRCh37,cg03443922
6,11,34073002,+,CAPRIN1;CAPRIN1,GRCh37,cg03445474
6,12,12509922,-,LOH12CR1;LOH12CR2,GRCh37,cg03272031
6,4,38869262,-,FAM114A1;MIR574,GRCh37,cg03499052
6,5,176561447,-,NSD1;NSD1,GRCh37,cg03536787
6,2,172751088,-,SLC25A12,GRCh37,cg03539474
6,16,66968476,-,FAM96B;CES2;FAM96B;CES2;CES2;CES2,GRCh37,cg03570976
6,3,49044952,-,WDR6,GRCh37,cg03640148
6,10,69835287,+,HERC4;HERC4,GRCh37,cg03652343
6,20,49575492,-,MOCS3;DPM1,GRCh37,cg03700308
6,19,53607021,+,ZNF160;ZNF160;ZNF160,GRCh37,cg03712038
6,9,91925885,+,CKS2,GRCh37,cg03712708
6,20,55926193,-,RAE1;RAE1;RAE1,GRCh37,cg05045383
6,2,198380384,+,MOBKL3;MOBKL3;MOBKL3;MOBKL3,GRCh37,cg04056179
6,18,54318390,+,WDR7;WDR7,GRCh37,cg04099673
6,6,100016357,+,CCNC;CCNC,GRCh37,cg04520084
6,20,50808759,-,ZFP64;ZFP64;ZFP64;ZFP64,GRCh37,cg04542415
6,9,136857244,-,VAV2;VAV2,GRCh37,cg04582843
6,12,112546260,+,NAA25,GRCh37,cg04623168
6,9,108456639,+,TMEM38B,GRCh37,cg04725234
6,9,21994223,+,CDKN2A;CDKN2BAS,GRCh37,cg03079681
6,16,69166964,-,CHTF8;CHTF8;CHTF8;CHTF8;CIRH1A,GRCh37,cg04779191
6,20,57226737,-,STX16;STX16;STX16;STX16;STX16;STX16;STX16;STX16,GRCh37,cg03076871
6,6,160209903,+,TCP1;TCP1,GRCh37,cg04794901
6,11,73587915,-,CHCHD8;PAAF1,GRCh37,cg04824341
6,12,117176053,+,C12orf49;RNFT2;RNFT2,GRCh37,cg04853383
6,22.0,31687698,+,PIK3IP1;PIK3IP1,GRCh37,cg03065202
6,12,6580124,+,VAMP1;VAMP1;VAMP1,GRCh37,cg04880762
6,12,121837728,+,RNF34;RNF34,GRCh37,cg03064241
6,7,129710370,-,KLHDC10;KLHDC10,GRCh37,cg04894993
6,4,980613,-,IDUA;SLC26A1,GRCh37,cg04912050
6,19,10362688,-,MRPL4;MRPL4;MRPL4;MRPL4;MRPL4,GRCh37,cg04912278
6,2,64068493,-,UGP2;UGP2,GRCh37,cg03055492
6,15,85524778,+,PDE8A;PDE8A,GRCh37,cg03042149
6,11,1784980,+,HCCA2;CTSD,GRCh37,cg04984200
6,15,41047360,+,FAM82A2;FAM82A2,GRCh37,cg05019152
6,17,8286519,+,RPL26;RPL26,GRCh37,cg04518106
6,16,14727239,+,BFAR,GRCh37,cg04066242
6,6,34725359,-,SNRPC;SNRPC,GRCh37,cg04506628
6,16,2255169,-,MLST8,GRCh37,cg04490516
6,6,111195434,-,AMD1;AMD1,GRCh37,cg04128563
6,6,31510196,-,BAT1;BAT1;SNORD84;BAT1;BAT1,GRCh37,cg04136480
6,22.0,41777896,-,TEF;TEF,GRCh37,cg04137037
6,6,107077629,+,RTN4IP1;QRSL1,GRCh37,cg04145477
6,14,45722617,-,C14orf106,GRCh37,cg04166304
6,11,65430868,-,RELA;RELA,GRCh37,cg04172043
6,3,88199274,+,C3orf38,GRCh37,cg04177705
6,11,65769867,+,EIF1AD;BANF1;BANF1;BANF1;BANF1,GRCh37,cg04197135
6,3,49203530,-,CCDC71,GRCh37,cg04197195
6,1,112298289,+,C1orf183;DDX20;DDX20,GRCh37,cg04208151
6,11,93474517,+,C11orf54;TAF1D;TAF1D,GRCh37,cg04209631
6,13,48807122,+,ITM2B,GRCh37,cg04217178
6,8,53627628,+,RB1CC1;RB1CC1,GRCh37,cg04229238
6,8,103251129,+,RRM2B;RRM2B,GRCh37,cg04230869
6,3,4535075,-,ITPR1;ITPR1;ITPR1;ITPR1;ITPR1;ITPR1,GRCh37,cg04251662
6,22.0,38578138,+,PLA2G6;PLA2G6,GRCh37,cg04280397
6,14,102606293,+,WDR20;WDR20;HSP90AA1;WDR20;WDR20;WDR20,GRCh37,cg04281268
6,5,141016114,+,HDAC3;RELL2;RELL2,GRCh37,cg04284814
6,1,44457159,-,CCDC24,GRCh37,cg04323187
6,1,154909836,+,PMVK,GRCh37,cg04361527
6,6,107780641,+,PDSS2;PDSS2,GRCh37,cg04464559
6,20,44992831,-,SLC35C2;SLC35C2;SLC35C2,GRCh37,cg04506546
6,9,140009455,+,DPP7,GRCh37,cg07172280
6,16,84681994,+,KLHL36,GRCh37,cg07179770
6,6,42421243,+,TRERF1,GRCh37,cg07191600
6,19,48673392,+,LIG1,GRCh37,cg09594841
6,9,96216052,+,FAM120A;FAM120AOS,GRCh37,cg09600829
6,3,43663379,-,ANO10,GRCh37,cg09632416
6,5,102594958,-,C5orf30,GRCh37,cg09671005
6,2,105654422,+,MRPS9,GRCh37,cg09738100
6,7,102789396,-,NAPEPLD;NAPEPLD;NAPEPLD;NAPEPLD,GRCh37,cg09739907
6,12,15942665,-,EPS8,GRCh37,cg09761310
6,12,12764631,+,CREBL2,GRCh37,cg09819033
6,16,85833828,+,COX4NB;COX4NB;COX4I1,GRCh37,cg09831311
6,7,108209967,-,THAP5;DNAJB9;THAP5,GRCh37,cg09834162
6,2,204192806,-,ABI2,GRCh37,cg09845946
6,6,31620935,+,BAT3;BAT3;BAT3;BAT3,GRCh37,cg09867157
6,22.0,42343253,-,CENPM;CENPM,GRCh37,cg09869042
6,17,79849442,-,ANAPC11;ANAPC11;ANAPC11;ANAPC11;ANAPC11;THOC4;ANAPC11;ANAPC11,GRCh37,cg02387854
6,10,104262558,+,SUFU;ACTR1A,GRCh37,cg09888137
6,3,133380479,+,TOPBP1,GRCh37,cg02387613
6,2,179316161,-,PRKRA;DFNB59;PRKRA;PRKRA;MIR548N,GRCh37,cg09890200
6,19,14640546,-,TECR,GRCh37,cg10007692
6,1,36916039,-,OSCP1;OSCP1;OSCP1;OSCP1,GRCh37,cg10035922
6,9,34458533,+,C9orf25;DNAI1;C9orf25,GRCh37,cg10049968
6,7,107204720,-,COG5;COG5;COG5;COG5;COG5;COG5;DUS4L,GRCh37,cg10065130
6,17,6939282,+,SLC16A13,GRCh37,cg09543792
6,19,45582669,+,GEMIN7;GEMIN7;GEMIN7,GRCh37,cg10073875
6,19,19431582,-,KIAA0892;SF4,GRCh37,cg09535168
6,7,150755072,+,CDK5;CDK5,GRCh37,cg09515778
6,3,15468845,+,EAF1;METTL6,GRCh37,cg09058381
6,12,9066665,-,PHC1,GRCh37,cg09059548
6,1,149982836,+,OTUD7B,GRCh37,cg09065135
6,17,42785825,+,DBF4B;DBF4B,GRCh37,cg02505689
6,20,30947141,-,ASXL1;ASXL1,GRCh37,cg09065199
6,9,127703617,-,GOLGA1,GRCh37,cg09227136
6,4,2846155,+,ADD1;ADD1;ADD1;ADD1,GRCh37,cg02496295
6,18,77439074,-,CTDP1;CTDP1,GRCh37,cg09242772
6,19,18392994,-,JUND,GRCh37,cg09251995
6,20,23330591,-,NXT1,GRCh37,cg09282338
6,13,77601257,+,FBXL3;FBXL3,GRCh37,cg09291628
6,15,41523368,-,CHP;EXD1,GRCh37,cg09370442
6,12,110433837,+,GIT2;GIT2;GIT2;GIT2;GIT2;GIT2,GRCh37,cg09391966
6,10,91061902,-,IFIT2,GRCh37,cg09398185
6,3,49059671,+,NDUFAF3;NDUFAF3;NDUFAF3;NDUFAF3;DALRD3,GRCh37,cg09399047
6,9,130186736,-,ZNF79;ZNF79,GRCh37,cg09445097
6,12,100593423,-,ACTR6,GRCh37,cg09464487
6,12,108909474,+,FICD,GRCh37,cg09475324
6,2,171786316,-,GORASP2,GRCh37,cg09503780
6,12,58146286,+,CDK4,GRCh37,cg09504352
6,17,48942734,+,TOB1,GRCh37,cg09514188
6,11,74109729,+,PGM2L1,GRCh37,cg09515805
6,18,33552519,+,C18orf21,GRCh37,cg09003876
6,2,33824519,-,FAM98A,GRCh37,cg10083236
6,19,46088331,+,OPA3;OPA3,GRCh37,cg10103111
6,8,56686346,+,TMEM68;TGS1,GRCh37,cg10485472
6,19,45004845,+,ZNF180,GRCh37,cg10488637
6,3,50310484,-,SEMA3B;SEMA3B,GRCh37,cg10546523
6,1,52870280,+,ORC1L;PRPF38A;PRPF38A,GRCh37,cg10586599
6,10,18948058,+,ARL5B,GRCh37,cg10601939
6,13,48575400,-,SUCLA2,GRCh37,cg10613440
6,3,169685131,-,LOC100128164;SEC62;LOC100128164,GRCh37,cg02276793
6,17,79935032,-,ASPSCR1,GRCh37,cg10814135
6,16,67693619,+,PARD6A;ACD;PARD6A;ACD;ACD,GRCh37,cg10819446
6,15,80352620,+,ZFAND6,GRCh37,cg10829134
6,2,192542548,+,OBFC2A;OBFC2A,GRCh37,cg10863038
6,2,219264158,+,CTDSP1;CTDSP1,GRCh37,cg10887392
6,17,7218247,-,GPS2,GRCh37,cg10905613
6,9,94877902,+,SPTLC1;SPTLC1,GRCh37,cg10912268
6,6,88182879,-,SLC35A1;SLC35A1,GRCh37,cg10919329
6,6,111303363,-,RPF2,GRCh37,cg10920427
6,6,109703938,+,CD164;CD164;CD164;CD164;CD164,GRCh37,cg10940099
6,1,54665433,-,CYB5RL;MRPL37,GRCh37,cg02239021
6,19,10828972,+,DNM2;DNM2;DNM2;MIR638;DNM2,GRCh37,cg10948777
6,2,203736738,-,ICA1L;ICA1L,GRCh37,cg10962407
6,12,110338339,+,TCHP;TCHP;TCHP,GRCh37,cg10966500
6,1,32666098,-,CCDC28B,GRCh37,cg02286990
6,15,75932598,+,IMP3;IMP3,GRCh37,cg02357725
6,1,52344120,-,NRD1;NRD1,GRCh37,cg10482750
6,6,136611098,-,BCLAF1;BCLAF1;BCLAF1,GRCh37,cg10459515
6,1,1285239,-,DVL1,GRCh37,cg10164137
6,6,2971950,+,SERPINB6;SERPINB6,GRCh37,cg10164686
6,12,54121077,-,CALCOCO1;CALCOCO1;CALCOCO1,GRCh37,cg10186308
6,2,32265051,+,DPY30,GRCh37,cg10215570
6,13,53029438,+,CKAP2;CKAP2,GRCh37,cg10218426
6,9,130890202,+,LOC389791;PTGES2;PTGES2;PTGES2;PTGES2,GRCh37,cg10218959
6,10,119805826,-,CASC2;RAB11FIP2;CASC2;RAB11FIP2;CASC2,GRCh37,cg10222574
6,14,54908028,-,CNIH,GRCh37,cg10277781
6,14,71275631,+,MAP3K9,GRCh37,cg10294797
6,17,79679470,-,SLC25A10,GRCh37,cg10299667
6,17,685449,+,GLOD4;RNMTL1,GRCh37,cg10318443
6,3,44803071,+,KIF15;KIAA1143,GRCh37,cg10337772
6,14,35873683,+,NFKBIA,GRCh37,cg02318426
6,2,127864778,+,BIN1;BIN1;BIN1;BIN1;BIN1;BIN1;BIN1;BIN1;BIN1;BIN1;BIN1;BIN1;BIN1;BIN1;BIN1;BIN1;BIN1;BIN1;BIN1;BIN1,GRCh37,cg10353870
6,12,125399409,-,UBC;UBC,GRCh37,cg02316718
6,19,54704842,-,RPS9,GRCh37,cg10384134
6,2,190305703,+,WDR75,GRCh37,cg10426652
6,6,31707602,+,MSH5;MSH5;MSH5;MSH5,GRCh37,cg10435003
6,11,123612020,+,ZNF202,GRCh37,cg10448528
6,5,132202244,+,UQCRQ,GRCh37,cg10458581
6,11,22647486,-,FANCF,GRCh37,cg02300906
6,16,71323603,+,FTSJD1;FTSJD1,GRCh37,cg10475433
6,6,13328449,+,TBC1D7;TBC1D7;TBC1D7;TBC1D7,GRCh37,cg08946989
6,5,89705635,-,CETN3,GRCh37,cg08935243
6,1,151254500,-,ZNF687,GRCh37,cg08927489
6,1,112162932,+,RAP1A;RAP1A,GRCh37,cg07597871
6,14,24605550,-,PSME1;PSME1,GRCh37,cg07602026
6,2,37459068,-,CEBPZ;C2orf56;C2orf56,GRCh37,cg07695590
6,15,80445357,+,FAH;FAH,GRCh37,cg07699440
6,22.0,42229324,-,SREBF2,GRCh37,cg07746918
6,1,179846929,+,TOR1AIP2;TOR1AIP2;TOR1AIP2;TOR1AIP2,GRCh37,cg07761912
6,5,81573845,-,RPS23,GRCh37,cg07833035
6,8,22225395,+,SLC39A14;SLC39A14;SLC39A14;SLC39A14,GRCh37,cg07837262
6,12,99038290,+,IKBIP;APAF1;IKBIP;APAF1;APAF1;APAF1;IKBIP;APAF1,GRCh37,cg07865790
6,2,216878340,+,MREG;MREG,GRCh37,cg02668581
6,2,46926272,-,SOCS5;SOCS5,GRCh37,cg07897193
6,5,153826296,+,SAP30L;SAP30L;SAP30L;SAP30L,GRCh37,cg07927484
6,9,100459834,+,XPA;XPA,GRCh37,cg07965714
6,8,145137133,+,GPAA1,GRCh37,cg08020051
6,6,36561726,-,SFRS3,GRCh37,cg08027745
6,14,66974163,-,GPHN;GPHN;GPHN;GPHN,GRCh37,cg08056903
6,1,948893,+,ISG15;ISG15,GRCh37,cg08067365
6,3,52805200,-,NEK4,GRCh37,cg08090396
6,1,24828811,+,RCAN3,GRCh37,cg02641560
6,8,22299141,+,PPP3CC,GRCh37,cg02640558
6,19,5977699,+,RANBP3;RANBP3;RANBP3,GRCh37,cg08093278
6,21,46221599,+,UBE2G2;UBE2G2,GRCh37,cg02699645
6,7,39606280,+,C7orf36,GRCh37,cg08120190
6,7,135242585,-,NUP205,GRCh37,cg07577263
6,12,97300822,-,NEDD1;NEDD1;NEDD1;NEDD1,GRCh37,cg07549630
6,14,67707706,+,MPP5,GRCh37,cg07218192
