IlmnID,CHR,Position,Strand,UCSC_RefGene_Name,Genome_Build
cg00136787,X,153704948,+,,GRCh37
cg00139317,X,24665544,-,PCYT1B;PCYT1B;PCYT1B,GRCh37
cg00139547,X,119603329,-,LAMP2;LAMP2;LAMP2,GRCh37
cg00140085,X,152954284,-,SLC6A8;SLC6A8;SLC6A8,GRCh37
cg00140189,X,10128888,-,CLCN4,GRCh37
cg00141845,X,74493352,-,UPRT;UPRT,GRCh37
cg00142683,X,118708623,+,UBE2A;UBE2A;UBE2A;UBE2A,GRCh37
cg00145348,X,55026862,-,APEX2,GRCh37
cg00147819,X,70349036,+,MED12,GRCh37
cg00148031,X,25021725,-,,GRCh37
cg00148587,X,49642080,-,LOC158572,GRCh37
cg00150363,X,107068750,-,MID2;MID2,GRCh37
cg00150874,X,40003284,-,BCOR;BCOR,GRCh37
cg00151234,X,77359363,-,PGK1,GRCh37
cg00156802,X,19358457,-,,GRCh37
cg00157034,X,151903752,-,MAGEA12;MAGEA12;CSAG1;MAGEA12;CSAG1,GRCh37
cg00158454,X,136509526,+,,GRCh37
cg00168417,X,118285788,+,KIAA1210,GRCh37
cg00170369,X,47481995,-,,GRCh37
cg00173270,X,106691272,-,,GRCh37
cg00177456,X,152927170,-,,GRCh37
cg00179446,X,118986947,+,UPF3B;UPF3B;UPF3B;UPF3B,GRCh37
cg00179598,X,38078359,+,SRPX;SRPX;SRPX;SRPX,GRCh37
cg00180631,X,149736640,-,MTM1,GRCh37
cg00188257,X,34677877,+,,GRCh37
cg00188409,X,139592612,+,,GRCh37
cg00188971,X,48343409,-,FTSJ1;FTSJ1;FTSJ1,GRCh37
cg00190642,X,103268431,+,H2BFWT;MIR1256,GRCh37
cg00191052,X,46432770,-,CHST7,GRCh37
cg00191758,X,55478814,-,MAGEH1,GRCh37
cg00191903,X,105451070,-,MUM1L1,GRCh37
cg00192980,X,77394971,+,TAF9B,GRCh37
cg00194519,X,133679545,+,MGC16121,GRCh37
cg00194585,X,131154158,-,,GRCh37
cg00195237,X,68722118,-,,GRCh37
cg00200463,X,67913573,+,STARD8;STARD8;STARD8;STARD8,GRCh37
cg00202711,X,113818410,+,HTR2C,GRCh37
cg00203568,X,135850876,-,ARHGEF6,GRCh37
cg00203804,X,40691438,-,LOC100132831,GRCh37
cg00205905,X,37208111,-,PRRG1;PRRG1,GRCh37
cg00206332,X,151140984,-,GABRE,GRCh37
cg00206414,X,39949510,-,BCOR;BCOR;BCOR;BCOR,GRCh37
cg00207916,X,152666651,+,,GRCh37
cg00213805,X,129300008,-,AIFM1;AIFM1;AIFM1;AIFM1,GRCh37
cg00213853,X,154034091,+,MPP1;MPP1;MPP1;MPP1,GRCh37
cg00213957,X,69509697,+,PDZD11;KIF4A,GRCh37
cg00216997,X,48980153,-,GPKOW,GRCh37
cg00221961,X,15755566,+,CA5B,GRCh37
cg00224026,X,134305728,+,CXorf48;CXorf48;CXorf48;CXorf48,GRCh37
cg00227584,X,53123426,-,,GRCh37
cg00228620,X,152782399,-,,GRCh37
cg00230685,X,17755839,-,SCML1;SCML1;SCML1;SCML1,GRCh37
cg00231549,X,33744176,-,,GRCh37
cg00235887,X,9430465,+,TBL1X;TBL1X;TBL1X,GRCh37
cg00238052,X,101380291,+,TCEAL2,GRCh37
cg00238131,X,71527298,+,CITED1;CITED1,GRCh37
cg00240113,X,136648241,+,ZIC3,GRCh37
cg00241051,X,131262001,+,FRMD7;FRMD7,GRCh37
cg00241296,X,103811315,-,IL1RAPL2;IL1RAPL2,GRCh37
cg00241907,X,12993156,+,TMSB4X;TMSL3,GRCh37
cg00242233,X,62954565,+,ARHGEF9,GRCh37
cg00243584,X,119022103,-,,GRCh37
cg00243747,X,100523724,+,TAF7L;TAF7L,GRCh37
cg00245012,X,57148068,+,SPIN2B;SPIN2B;SPIN2B,GRCh37
cg00250879,X,135847852,+,ARHGEF6,GRCh37
cg00253811,X,15353923,+,PIGA;PIGA,GRCh37
cg00255219,X,135991858,-,,GRCh37
cg00256358,X,129519536,+,GPR119,GRCh37
cg00258480,X,48776587,-,PIM2,GRCh37
cg00260448,X,30907780,-,MAP3K7IP3,GRCh37
cg00261039,X,40006123,-,BCOR;BCOR,GRCh37
cg00263759,X,153245522,-,TMEM187,GRCh37
cg00264378,X,49687306,-,CLCN5;CLCN5;CLCN5;CLCN5,GRCh37
cg00265812,X,47518579,-,LOC100133957;LOC100133957;UXT;UXT,GRCh37
cg00266918,X,17755541,-,SCML1;SCML1;SCML1;SCML1,GRCh37
cg00267352,X,149613734,-,MAMLD1;MAMLD1,GRCh37
cg00267883,X,129111502,-,,GRCh37
cg00271516,X,48658022,-,,GRCh37
cg00272286,X,100224722,-,ARL13A;ARL13A;ARL13A;ARL13A;ARL13A;ARL13A,GRCh37
cg00276426,X,106243545,-,MORC4;MORC4,GRCh37
cg00279529,X,153523467,+,TKTL1;TEX28;TKTL1,GRCh37
cg00279797,X,109561918,-,AMMECR1;AMMECR1;AMMECR1,GRCh37
cg00290944,X,55101346,+,PAGE2B,GRCh37
cg00291164,X,128939277,-,ZDHHC9;ZDHHC9,GRCh37
cg00291222,X,100910662,-,ARMCX2;ARMCX2,GRCh37
cg00291929,X,70129657,-,TEX11;TEX11,GRCh37
cg00292305,X,135729978,-,CD40LG,GRCh37
cg00295573,X,149009554,-,MAGEA8;MAGEA8;MAGEA8,GRCh37
cg00303108,X,106360881,+,RBM41;RBM41,GRCh37
cg00304884,X,134569362,-,,GRCh37
cg00321056,X,53311582,-,IQSEC2;IQSEC2;IQSEC2,GRCh37
cg00323457,X,17879951,-,RAI2,GRCh37
cg00328965,X,129243062,+,ELF4;ELF4,GRCh37
cg00329040,X,12600990,+,FRMPD4,GRCh37
cg00331433,X,16737800,-,SYAP1;SYAP1;SYAP1,GRCh37
cg00337921,X,129091288,+,,GRCh37
cg00347850,X,46696907,-,RP2,GRCh37
cg00348113,X,70149293,-,SLC7A3;SLC7A3,GRCh37
cg00349460,X,153031002,+,PLXNB3;PLXNB3,GRCh37
cg00355945,X,11129241,+,HCCS;HCCS,GRCh37
cg00357087,X,119738550,+,MCTS1;MCTS1,GRCh37
cg00358459,X,102945549,-,,GRCh37
cg00359973,X,53449900,+,RIBC1;RIBC1;RIBC1;RIBC1;SMC1A,GRCh37
cg00360298,X,49779544,-,CLCN5;CLCN5,GRCh37
cg00360365,X,54556536,-,GNL3L,GRCh37
cg00363318,X,74743636,+,ZDHHC15;ZDHHC15;ZDHHC15,GRCh37
cg00366674,X,49686431,-,CLCN5;CLCN5,GRCh37
cg00368230,X,152865160,+,FAM58A;FAM58A,GRCh37
cg00369058,X,62972602,-,ARHGEF9,GRCh37
cg00369477,X,113818635,+,HTR2C;HTR2C,GRCh37
cg00370296,X,134306695,-,CXorf48;CXorf48,GRCh37
cg00373606,X,68048660,-,EFNB1,GRCh37
cg00374088,X,68758562,-,,GRCh37
cg00374346,X,71349037,-,NHSL2;RGAG4;RGAG4,GRCh37
cg00375105,X,153625785,+,RPL10;RPL10,GRCh37
cg00378473,X,23764087,-,,GRCh37
cg00378717,X,20160007,+,EIF1AX,GRCh37
cg00378950,X,89177498,+,TGIF2LX,GRCh37
cg00379371,X,48774742,+,PIM2,GRCh37
cg00379799,X,12154656,+,,GRCh37
cg00379983,X,129042628,+,UTP14A;UTP14A,GRCh37
cg00380985,X,101397146,-,TCEAL6,GRCh37
cg00381376,X,53350680,+,IQSEC2,GRCh37
cg00382651,X,102941915,+,MORF4L2;MORF4L2;MORF4L2;MORF4L2;MORF4L2;MORF4L2;MORF4L2;MORF4L2;MORF4L2;MORF4L2;MORF4L2;MORF4L2;MORF4L2;MORF4L2;MORF4L2;MORF4L2,GRCh37
cg00387056,X,135332628,+,MAP7D3,GRCh37
cg00387940,X,149742400,+,MTM1,GRCh37
cg00388637,X,153653174,+,,GRCh37
cg00389276,X,13062862,+,FAM9C,GRCh37
cg00389552,X,40028487,-,BCOR;BCOR,GRCh37
cg00389918,X,70589283,+,TAF1;BCYRN1;TAF1,GRCh37
cg00390049,X,153082274,-,PDZD4,GRCh37
cg00391044,X,136510091,+,,GRCh37
cg00391379,X,9866388,+,SHROOM2,GRCh37
cg00399450,X,73834086,-,RLIM;RLIM,GRCh37
cg00400665,X,68369933,+,,GRCh37
cg00400999,X,101410998,+,BEX5;BEX5,GRCh37
cg00401265,X,78003113,+,LPAR4,GRCh37
cg00402910,X,109561221,+,AMMECR1;AMMECR1;AMMECR1,GRCh37
cg00403724,X,99839289,+,TNMD,GRCh37
cg00404599,X,107018431,+,TSC22D3,GRCh37
cg00406460,X,47433415,-,SYN1;SYN1,GRCh37
cg00408231,X,100807848,+,ARMCX1,GRCh37
cg00409000,X,17395816,+,NHS,GRCh37
cg00409480,X,38115655,-,,GRCh37
cg00411843,X,139584448,+,,GRCh37
cg00412010,X,110339837,-,PAK3;PAK3;PAK3,GRCh37
cg00412368,X,138285393,-,FGF13;FGF13;FGF13,GRCh37
cg00412554,X,117107719,-,KLHL13;KLHL13;KLHL13;KLHL13;KLHL13;KLHL13;KLHL13,GRCh37
cg00416689,X,102631887,+,NGFRAP1;NGFRAP1;NGFRAP1,GRCh37
cg00419390,X,57024196,+,,GRCh37
cg00419509,X,142804014,+,SPANXN2;SPANXN2,GRCh37
cg00420018,X,74962543,+,TTC3L,GRCh37
cg00420717,X,69663586,+,DLG3,GRCh37
cg00422452,X,128872061,-,XPNPEP2,GRCh37
cg00423014,X,114252499,-,IL13RA2,GRCh37
cg00426668,X,110514231,+,CAPN6,GRCh37
cg00427681,X,68441389,-,,GRCh37
cg00428012,X,77166217,+,ATP7A;ATP7A,GRCh37
cg00428314,X,118708830,+,UBE2A;UBE2A,GRCh37
cg00431602,X,23799775,+,SAT1;SAT1,GRCh37
cg00433220,X,46697120,-,RP2,GRCh37
cg00433890,X,20280171,-,RPS6KA3,GRCh37
cg00434413,X,153201653,+,RENBP;NAA10,GRCh37
cg00451631,X,25021643,+,,GRCh37
cg00452819,X,2847503,+,ARSD;ARSD,GRCh37
cg00455738,X,103498075,-,ESX1,GRCh37
cg00456723,X,9858993,-,SHROOM2,GRCh37
cg00457389,X,18372736,+,SCML2;SCML2,GRCh37
cg00458505,X,17393449,-,NHS,GRCh37
cg00459767,X,20157965,+,EIF1AX,GRCh37
cg00466309,X,148622572,+,LOC100131434;CXorf40A;CXorf40A,GRCh37
cg00466819,X,20009661,-,,GRCh37
cg00467547,X,123480594,-,SH2D1A;SH2D1A,GRCh37
cg00467854,X,25040358,+,,GRCh37
cg00473051,X,39949232,+,BCOR;BCOR;BCOR;BCOR,GRCh37
cg00473354,X,48334413,+,FTSJ1;FTSJ1,GRCh37
cg00478198,X,49644500,+,LOC158572;USP27X;USP27X,GRCh37
cg00479885,X,134185269,+,FAM127B;FAM127B;FAM127B,GRCh37
cg00481999,X,47696603,+,ZNF81,GRCh37
cg00484111,X,41112620,+,,GRCh37
cg00484940,X,85403143,+,DACH2;DACH2,GRCh37
cg00488364,X,114253315,-,IL13RA2,GRCh37
cg00489811,X,136627602,-,,GRCh37
cg00491350,X,45015865,-,CXorf36,GRCh37
cg00497084,X,18709116,-,PPEF1;PPEF1;PPEF1;PPEF1;PPEF1;PPEF1,GRCh37
cg00510327,X,73835412,+,RLIM;RLIM,GRCh37
cg00514746,X,37350627,-,,GRCh37
cg00517765,X,18707777,+,PPEF1;PPEF1;PPEF1,GRCh37
cg00523465,X,134156667,-,FAM127C,GRCh37
cg00524424,X,49089903,+,CACNA1F,GRCh37
cg00525383,X,136647793,+,ZIC3,GRCh37
cg00529027,X,151806225,-,GABRQ,GRCh37
cg00531965,X,6451812,-,VCX3A,GRCh37
cg00536175,X,48645024,+,GATA1;GATA1,GRCh37
cg00538420,X,107979988,-,IRS4,GRCh37
cg00543604,X,13397493,+,,GRCh37
cg00547789,X,154493750,+,RAB39B;RAB39B,GRCh37
cg00550141,X,24666268,-,PCYT1B;PCYT1B;PCYT1B,GRCh37
cg00551957,X,45017137,-,CXorf36,GRCh37
cg00553200,X,153210234,+,RENBP,GRCh37
cg00554969,X,79278012,+,TBX22;TBX22;TBX22,GRCh37
cg00570097,X,118012313,+,,GRCh37
cg00571700,X,152940274,-,PNCK,GRCh37
cg00572146,X,65042096,-,,GRCh37
cg00573298,X,40594678,-,MED14;MED14,GRCh37
cg00574800,X,103495623,+,ESX1,GRCh37
cg00575851,X,134232238,-,NCRNA00087,GRCh37
cg00577623,X,57934090,-,ZXDA;ZXDA,GRCh37
cg00578645,X,139012736,-,,GRCh37
cg00581583,X,49047791,-,SYP,GRCh37
cg00582864,X,49779175,-,MIR502;CLCN5;CLCN5,GRCh37
cg00583618,X,49020114,-,MAGIX;MAGIX;MAGIX;MAGIX,GRCh37
cg00583858,X,135632947,+,VGLL1;MIR934,GRCh37
cg00584971,X,99665588,+,PCDH19;PCDH19,GRCh37
cg00586014,X,47248289,-,ZNF157,GRCh37
cg00586321,X,73759065,-,,GRCh37
cg00588456,X,150250164,+,,GRCh37
cg00592494,X,75249222,-,,GRCh37
cg00594844,X,77037960,-,ATRX;ATRX,GRCh37
cg00595610,X,9000352,-,FAM9B,GRCh37
cg00595697,X,13339472,+,ATXN3L,GRCh37
cg00596686,X,7137332,-,STS,GRCh37
cg00597858,X,51636568,+,MAGED1;MAGED1;MAGED1,GRCh37
cg00598664,X,152938750,+,PNCK;PNCK,GRCh37
cg00600110,X,8769528,-,FAM9A;FAM9A,GRCh37
cg00603890,X,118699184,+,CXorf56;CXorf56;CXorf56;CXorf56,GRCh37
cg00604086,X,67718648,+,YIPF6,GRCh37
cg00606069,X,22266117,+,PHEX,GRCh37
cg00607036,X,119005506,+,NDUFA1;RNF113A,GRCh37
cg00608151,X,90689946,+,PABPC5,GRCh37
cg00609239,X,101853885,-,ARMCX5;ARMCX5;ARMCX5;ARMCX5;ARMCX5;ARMCX5,GRCh37
cg00611101,X,101380608,-,TCEAL2,GRCh37
cg00612628,X,48454041,-,,GRCh37
cg00614938,X,108717536,+,GUCY2F,GRCh37
cg00615010,X,103809062,-,,GRCh37
cg00615738,X,40012582,+,BCOR;BCOR,GRCh37
cg00615794,X,102943966,-,MORF4L2;MORF4L2;MORF4L2;MORF4L2;MORF4L2;MORF4L2;MORF4L2;MORF4L2,GRCh37
cg00618396,X,154444551,+,VBP1,GRCh37
cg00619443,X,110039536,+,CHRDL1;CHRDL1;CHRDL1;CHRDL1,GRCh37
cg00620602,X,152162559,-,,GRCh37
cg00621925,X,152989492,-,BCAP31;BCAP31;ABCD1;BCAP31;BCAP31;BCAP31;BCAP31,GRCh37
cg00622384,X,118925635,+,RPL39,GRCh37
cg00622389,X,100914950,-,ARMCX2;ARMCX2,GRCh37
cg00623388,X,129116224,+,BCORL1,GRCh37
cg00625743,X,132353139,-,TFDP3,GRCh37
cg00625841,X,134156624,+,FAM127C,GRCh37
cg00627024,X,23925866,+,CXorf58;APOO;APOO;APOO;CXorf58,GRCh37
cg00632130,X,47931806,+,ZNF630,GRCh37
cg00632374,X,46432929,+,CHST7,GRCh37
cg00634642,X,129040194,-,UTP14A;UTP14A,GRCh37
cg00636562,X,47518136,+,UXT;LOC100133957;UXT;LOC100133957,GRCh37
cg00641092,X,153151929,-,,GRCh37
cg00644637,X,113624155,-,,GRCh37
cg00645049,X,153656930,-,ATP6AP1,GRCh37
cg00646140,X,2847561,-,ARSD;ARSD,GRCh37
cg00646659,X,48776613,+,PIM2,GRCh37
cg00648125,X,51075046,-,NUDT10,GRCh37
cg00650640,X,13587678,-,EGFL6;EGFL6,GRCh37
cg00651446,X,101380386,-,TCEAL2,GRCh37
cg00658396,X,3630619,+,PRKX,GRCh37
cg00661180,X,31285029,-,DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD,GRCh37
cg00666173,X,46433828,+,CHST7,GRCh37
cg00667781,X,53713885,+,HUWE1,GRCh37
cg00668426,X,102319340,+,BEX1,GRCh37
cg00668694,X,7895511,+,PNPLA4;PNPLA4,GRCh37
cg00673020,X,134049678,-,MOSPD1,GRCh37
cg00673685,X,111699191,-,ZCCHC16,GRCh37
cg00675244,X,55100096,-,PAGE2B,GRCh37
cg00679603,X,24691104,+,PCYT1B,GRCh37
cg00679726,X,118617111,+,,GRCh37
cg00680081,X,79590905,-,FAM46D,GRCh37
cg00680673,X,48815747,-,OTUD5;OTUD5;OTUD5;OTUD5,GRCh37
cg00685229,X,118828778,+,SEPT6;SEPT6;SEPT6;SEPT6,GRCh37
cg00685925,X,48398048,-,TBC1D25,GRCh37
cg00688681,X,53030043,-,,GRCh37
cg00690049,X,54834244,+,MAGED2;MAGED2;MAGED2,GRCh37
cg00692892,X,150861833,-,,GRCh37
cg00694968,X,113997817,+,HTR2C;MIR1911,GRCh37
cg00695046,X,100545995,+,TAF7L;TAF7L,GRCh37
cg00695324,X,107226116,+,TEX13B,GRCh37
cg00697812,X,154488728,+,RAB39B,GRCh37
cg00698744,X,53122826,-,,GRCh37
cg00705055,X,48824499,-,KCND1,GRCh37
cg00713642,X,69356087,+,IGBP1,GRCh37
cg00714323,X,15697533,+,CA5BP,GRCh37
cg00715011,X,80457681,+,HMGN5;SH3BGRL;SH3BGRL,GRCh37
cg00718129,X,10084289,+,WWC3,GRCh37
cg00718858,X,50024233,+,,GRCh37
cg00719224,X,133681567,-,MIR424;MGC16121;MIR503,GRCh37
cg00721658,X,150397568,+,,GRCh37
cg00722467,X,9858470,-,SHROOM2,GRCh37
cg00723034,X,75393425,-,CXorf26,GRCh37
cg00723973,X,46696265,-,RP2,GRCh37
cg00723997,X,48690473,-,PCSK1N,GRCh37
cg00724728,X,67867238,-,STARD8;STARD8,GRCh37
cg00725777,X,102630411,+,NGFRAP1;NGFRAP1,GRCh37
cg00725912,X,12810331,+,PRPS2;PRPS2,GRCh37
cg00727483,X,62975065,+,ARHGEF9,GRCh37
cg00729461,X,133371084,+,CCDC160;CCDC160,GRCh37
cg00730224,X,140982540,+,MAGEC3;MAGEC3;MAGEC3,GRCh37
cg00735876,X,135334923,+,MAP7D3,GRCh37
cg00735883,X,106567457,+,,GRCh37
cg00735885,X,111874418,+,LHFPL1,GRCh37
cg00738702,X,48684296,+,,GRCh37
cg00739467,X,152875780,-,,GRCh37
cg00739582,X,145077291,-,MIR888;MIR890,GRCh37
cg00739787,X,131157326,+,MST4;MST4;MST4;MST4;MST4,GRCh37
cg00741717,X,12924184,-,TLR8;LOC349408,GRCh37
cg00742240,X,153287830,-,MECP2,GRCh37
cg00743068,X,77041832,-,ATRX;ATRX,GRCh37
cg00743412,X,130191788,-,FLJ30058,GRCh37
cg00744851,X,153038917,+,PLXNB3;PLXNB3,GRCh37
cg00745293,X,102862621,-,TCEAL3;TCEAL3,GRCh37
cg00748144,X,124454052,-,,GRCh37
cg00750740,X,34165065,-,,GRCh37
cg00751785,X,44732817,-,KDM6A,GRCh37
cg00752874,X,107977583,-,IRS4,GRCh37
cg00757453,X,17986297,+,,GRCh37
cg00762681,X,133369578,-,CCDC160,GRCh37
cg00763315,X,73439472,-,NCRNA00182;MIR374B;MIR421,GRCh37
cg00763725,X,154842689,+,TMLHE,GRCh37
cg00763907,X,114423111,-,RBMXL3;LRCH2,GRCh37
cg00765686,X,17545806,+,NHS,GRCh37
cg00765885,X,101771142,+,TMSB15A,GRCh37
cg00767637,X,72223388,-,PABPC1L2B;PABPC1L2B,GRCh37
cg00768158,X,49054690,-,SYP,GRCh37
cg00768439,X,92928711,-,FAM133A;FAM133A;NAP1L3;FAM133A;FAM133A,GRCh37
cg00769064,X,136650951,-,ZIC3,GRCh37
cg00769799,X,133594079,-,HPRT1,GRCh37
cg00771185,X,40510247,-,MED14,GRCh37
cg00772918,X,24487341,-,PDK3;PDK3,GRCh37
cg00772962,X,49295370,-,GAGE12G;GAGE12D;GAGE2A;GAGE12C;GAGE12E;GAGE8;GAGE12B;GAGE8;GAGE2E;GAGE12H;GAGE2A,GRCh37
cg00773875,X,26157145,-,MAGEB18,GRCh37
cg00775115,X,47343198,+,ZNF41;ZNF41,GRCh37
cg00775286,X,21659776,+,CNKSR2;CNKSR2;CNKSR2;CNKSR2,GRCh37
cg00776430,X,53111427,-,TSPYL2,GRCh37
cg00779763,X,47479114,-,SYN1;SYN1,GRCh37
cg00780578,X,68727150,-,FAM155B,GRCh37
cg00781047,X,17653183,+,NHS;NHS,GRCh37
cg00781978,X,40506067,-,CXorf38,GRCh37
cg00783137,X,103498585,+,ESX1,GRCh37
cg00785877,X,110513957,+,CAPN6,GRCh37
cg00787015,X,40506177,-,CXorf38,GRCh37
cg00788815,X,118105739,+,,GRCh37
cg00790086,X,46696474,+,RP2;RP2,GRCh37
cg00799224,X,19002639,+,PHKA2,GRCh37
cg00800095,X,152224090,+,PNMA3,GRCh37
cg00803922,X,69509009,-,PDZD11;KIF4A,GRCh37
cg00804510,X,154302208,-,BRCC3;BRCC3,GRCh37
cg00805116,X,46404864,-,LOC401588;ZNF674;ZNF674;ZNF674;ZNF674,GRCh37
cg00805156,X,3264341,-,MXRA5,GRCh37
cg00809111,X,130192134,-,FLJ30058,GRCh37
cg00810519,X,48769107,-,SLC35A2;SLC35A2;SLC35A2;SLC35A2,GRCh37
cg00810883,X,82763328,-,POU3F4;POU3F4,GRCh37
cg00812293,X,49831097,-,CLCN5;CLCN5;CLCN5,GRCh37
cg00812634,X,147062702,+,FMR1NB,GRCh37
cg00813142,X,23685984,+,PRDX4,GRCh37
cg00813156,X,153775885,+,IKBKG;IKBKG;IKBKG;G6PD;IKBKG;G6PD;IKBKG;IKBKG,GRCh37
cg00813765,X,134846987,+,CT45A1,GRCh37
cg00813999,X,77582839,-,CYSLTR1;CYSLTR1,GRCh37
cg00815013,X,107681737,-,COL4A5;COL4A6;COL4A6;COL4A5;COL4A5,GRCh37
cg00815770,X,23925454,+,CXorf58;APOO;APOO;CXorf58,GRCh37
cg00816548,X,77154821,-,COX7B,GRCh37
cg00817749,X,37699631,+,DYNLT3,GRCh37
cg00817885,X,105281285,+,SERPINA7,GRCh37
cg00818649,X,41782297,-,CASK;CASK;CASK,GRCh37
cg00819012,X,138291593,+,,GRCh37
cg00820131,X,67912078,-,STARD8;STARD8;STARD8,GRCh37
cg00822942,X,54521170,-,FGD1,GRCh37
cg00822998,X,53310810,+,IQSEC2;IQSEC2;IQSEC2,GRCh37
cg00823357,X,68048563,-,EFNB1,GRCh37
cg00824273,X,26576402,-,VENTXP1,GRCh37
cg00824714,X,49189225,+,GAGE2E;GAGE13;GAGE8,GRCh37
cg00825441,X,128789389,+,APLN,GRCh37
cg00829575,X,38663062,+,MID1IP1;MID1IP1;MID1IP1,GRCh37
cg00831032,X,79827218,+,,GRCh37
cg00832136,X,35937697,+,CXorf22,GRCh37
cg00832270,X,77359535,+,PGK1,GRCh37
cg00834229,X,55515653,-,USP51,GRCh37
cg00839572,X,68047847,-,EFNB1,GRCh37
cg00839869,X,51640699,-,MAGED1;MAGED1;MAGED1,GRCh37
cg00845806,X,154445068,-,VBP1,GRCh37
cg00849191,X,152939154,-,PNCK;PNCK,GRCh37
cg00850648,X,138285828,-,FGF13;FGF13;FGF13,GRCh37
cg00854925,X,152689318,-,,GRCh37
cg00854963,X,70364566,+,NLGN3;NLGN3;NLGN3,GRCh37
cg00855706,X,77358961,+,PGK1,GRCh37
cg00855923,X,21776346,-,SMPX,GRCh37
cg00861899,X,15518741,+,BMX,GRCh37
cg00862041,X,101967017,-,GPRASP2;GPRASP2,GRCh37
cg00868980,X,63005938,-,MIR1468,GRCh37
cg00869298,X,119004292,-,NDUFA1,GRCh37
cg00874863,X,111924370,-,LHFPL1,GRCh37
cg00877056,X,107070410,+,MID2;MID2,GRCh37
cg00877150,X,39972039,+,BCOR;BCOR,GRCh37
cg00878023,X,21392544,-,CNKSR2;CNKSR2;CNKSR2;CNKSR2;CNKSR2;CNKSR2;CNKSR2;CNKSR2,GRCh37
cg00881203,X,149930926,+,MTMR1,GRCh37
cg00881487,X,3236105,-,MXRA5,GRCh37
cg00881557,X,70401955,-,,GRCh37
cg00883449,X,47930854,+,ZNF630,GRCh37
cg00890110,X,119247023,-,RHOXF1,GRCh37
cg00895705,X,54384537,+,WNK3;WNK3,GRCh37
cg00898159,X,48532921,-,,GRCh37
cg00901211,X,118602569,+,LOC100303728;SLC25A5,GRCh37
cg00901375,X,119445864,+,FAM70A;FAM70A;FAM70A,GRCh37
cg00901393,X,49776519,-,CLCN5;CLCN5;MIR660,GRCh37
cg00902308,X,40439693,+,ATP6AP2,GRCh37
cg00904184,X,63425896,-,FAM123B,GRCh37
cg00907920,X,119249786,-,RHOXF1;RHOXF1,GRCh37
cg00908601,X,70323289,+,FOXO4;FOXO4,GRCh37
cg00909097,X,19366087,+,PDHA1,GRCh37
cg00909388,X,10085400,+,WWC3,GRCh37
cg00910720,X,108780265,-,NXT2,GRCh37
cg00911398,X,2984598,+,ARSF,GRCh37
cg00911962,X,118780518,-,SEPT6;SEPT6;SEPT6;SEPT6,GRCh37
cg00913945,X,149014061,-,MAGEA8;MAGEA8;MAGEA8,GRCh37
cg00914218,X,69654348,+,,GRCh37
cg00916680,X,152529487,-,,GRCh37
cg00917018,X,140271549,-,LDOC1,GRCh37
cg00917362,X,154115825,-,F8A1;F8;F8A1;F8,GRCh37
cg00920314,X,84189177,-,UBE2DNL,GRCh37
cg00920537,X,133507230,-,PHF6;PHF6;PHF6,GRCh37
cg00920960,X,122993419,-,XIAP,GRCh37
cg00926894,X,46938229,+,RGN;RGN,GRCh37
cg00928753,X,36976515,+,,GRCh37
cg00929476,X,136645736,-,,GRCh37
cg00931201,X,15756372,-,CA5B,GRCh37
cg00932276,X,13587976,+,EGFL6;EGFL6;EGFL6;EGFL6,GRCh37
cg00933162,X,55024263,-,,GRCh37
cg00934057,X,152985801,-,BCAP31;BCAP31;BCAP31;BCAP31,GRCh37
cg00935394,X,11129115,-,HCCS;HCCS,GRCh37
cg00935924,X,118708353,+,UBE2A;UBE2A,GRCh37
cg00936342,X,100306566,-,TRMT2B;TRMT2B;TRMT2B;TRMT2B,GRCh37
cg00936349,X,106690556,-,,GRCh37
cg00936435,X,55187903,+,FAM104B;FAM104B;FAM104B;FAM104B;FAM104B;FAM104B;FAM104B;FAM104B,GRCh37
cg00937263,X,74145012,-,KIAA2022;KIAA2022,GRCh37
cg00938039,X,5808230,-,NLGN4X;NLGN4X,GRCh37
cg00938641,X,153035233,+,PLXNB3;PLXNB3,GRCh37
cg00939965,X,37245294,+,PRRG1;PRRG1,GRCh37
cg00940232,X,135962391,-,RBMX;RBMX;RBMX;RBMX;SNORD61,GRCh37
cg00940287,X,139332755,-,,GRCh37
cg00941549,X,49966273,+,AKAP4;AKAP4,GRCh37
cg00947275,X,64754953,+,LAS1L;LAS1L;LAS1L,GRCh37
cg00948677,X,68113437,+,,GRCh37
cg00953793,X,20283580,+,RPS6KA3,GRCh37
cg00958651,X,147581562,-,AFF2;AFF2;AFF2;AFF2;AFF2,GRCh37
cg00960300,X,70886827,+,BCYRN1,GRCh37
cg00960898,X,136113605,-,GPR101,GRCh37
cg00962635,X,99986352,+,SYTL4;SYTL4,GRCh37
cg00962799,X,52651887,+,SSX8,GRCh37
cg00963467,X,150151737,-,HMGB3,GRCh37
cg00965330,X,47861943,-,ZNF182;ZNF182,GRCh37
cg00966524,X,135631856,-,VGLL1;MIR934,GRCh37
cg00968475,X,101975738,+,BHLHB9;BHLHB9;BHLHB9;BHLHB9;BHLHB9;BHLHB9;BHLHB9;BHLHB9;BHLHB9;BHLHB9;BHLHB9;BHLHB9,GRCh37
cg00968771,X,101854294,+,ARMCX5;ARMCX5;ARMCX5;ARMCX5;ARMCX5;ARMCX5,GRCh37
